opportunity_id,account_name,deal_value,stage,probability,expected_close_date,created_date,product_line,sales_rep,region,last_activity_date
OPP-2026-0266,Lighthouse Software,73000,Proposal,50,2026-05-24,2026-01-26,Cybersecurity,Diana Nguyen,South,2026-03-01
OPP-2026-0267,Cedarwood Capital,31000,Closed Won,100,2025-10-22,2025-07-16,SaaS Platform,Marcus Johnson,East,2025-10-04
OPP-2026-0268,Horizon Dynamics,75000,Qualification,25,2026-06-17,2026-03-19,Hardware & Infrastructure,Rachel Kim,North,2026-03-21
OPP-2026-0269,Benchmark Global,40000,Proposal,50,2026-01-28,2025-12-22,Hardware & Infrastructure,Diana Nguyen,East,2026-03-18
OPP-2026-0270,Palladium Services,97000,Negotiation,75,2026-04-13,2025-12-17,Managed Services,Emily Rodriguez,North,2026-03-12
OPP-2026-0271,Silverstone Media,111000,Prospecting,10,2026-06-24,2026-03-30,Cybersecurity,Rachel Kim,West,2026-03-31
OPP-2026-0272,Cornerstone IT,118000,Prospecting,10,2026-06-09,2026-03-25,Hardware & Infrastructure,Stephanie Cruz,East,2026-03-30
OPP-2026-0273,Sapphire Consulting,102000,Closed Won,100,2025-12-11,2025-09-19,Professional Services,Nathan Ellis,South,2025-12-15
OPP-2026-0274,Blueridge Energy,151000,Closed Lost,0,2025-11-25,2025-10-04,Managed Services,James Thornton,West,2025-11-12
OPP-2026-0275,Ember Innovations,10000,Prospecting,10,2026-06-01,2026-02-21,SaaS Platform,Amanda Foster,North,2026-03-05
OPP-2026-0276,Highpoint Consulting,428000,Prospecting,10,2026-06-18,2026-03-19,Professional Services,Nathan Ellis,West,2026-03-29
OPP-2026-0277,Granite Capital,172000,Negotiation,75,2025-11-19,2025-07-25,Cybersecurity,Tyler Brooks,South,2026-03-03
OPP-2026-0278,Watershed Consulting,74000,Proposal,50,2026-04-11,2025-12-26,Data Analytics,Kevin O'Brien,West,2026-03-29
OPP-2026-0279,Lakeside Consulting,183000,Proposal,50,2026-03-12,2025-12-27,Data Analytics,Marcus Johnson,North,2026-03-27
OPP-2026-0280,Cobalt Networks,94000,Closed Lost,0,2026-03-11,2025-12-23,Data Analytics,Diana Nguyen,North,2026-03-01
OPP-2026-0281,Luminary Group,28000,Closed Lost,0,2025-12-22,2025-11-07,Cybersecurity,Emily Rodriguez,West,2025-12-28
OPP-2026-0282,Luminary Group,117000,Proposal,50,2025-10-08,2025-08-17,Cloud Services,Tyler Brooks,South,2026-03-15
OPP-2026-0283,Luminary Group,95000,Negotiation,75,2026-01-09,2025-12-06,Cloud Services,Stephanie Cruz,East,2026-03-12
OPP-2026-0284,Redwood Analytics,26000,Negotiation,75,2025-10-12,2025-08-15,SaaS Platform,Kevin O'Brien,North,2026-03-16
OPP-2026-0285,Slate Digital,37000,Qualification,25,2026-05-17,2026-03-18,Data Analytics,Brandon Walsh,North,2026-03-30
OPP-2026-0286,Granite Capital,18000,Proposal,50,2026-05-06,2026-01-18,Enterprise Software,James Thornton,East,2026-03-12
OPP-2026-0287,Southfield Industries,16000,Proposal,50,2025-12-21,2025-11-09,Data Analytics,James Thornton,East,2026-03-10
OPP-2026-0288,Granite Capital,14000,Closed Won,100,2025-12-02,2025-09-11,Managed Services,David Chen,South,2025-11-25
OPP-2026-0289,Redwood Analytics,41000,Closed Lost,0,2025-11-20,2025-10-13,Cloud Services,Tyler Brooks,South,2025-11-06
OPP-2026-0290,Foxglove Analytics,17000,Negotiation,75,2025-10-07,2025-06-12,Professional Services,Sarah Mitchell,North,2026-03-16
OPP-2026-0291,Foxglove Analytics,34000,Closed Won,100,2025-11-27,2025-08-19,Enterprise Software,Diana Nguyen,West,2025-11-16
OPP-2026-0292,Skyline Networks,49000,Prospecting,10,2026-06-21,2026-03-30,Cloud Services,Laura Patel,South,2026-03-30
OPP-2026-0293,Midland Dynamics,114000,Negotiation,75,2026-03-07,2025-12-01,Cybersecurity,Tyler Brooks,West,2026-03-13
OPP-2026-0294,Pumice Analytics,82000,Prospecting,10,2026-06-30,2026-03-30,Cybersecurity,Stephanie Cruz,East,2026-03-31
OPP-2026-0295,Cornerstone IT,41000,Proposal,50,2026-04-27,2025-12-28,Cybersecurity,Brandon Walsh,North,2026-03-24
OPP-2026-0296,Cascade Partners,26000,Negotiation,75,2026-04-08,2025-12-15,Hardware & Infrastructure,Kevin O'Brien,North,2026-03-18
OPP-2026-0297,Southfield Industries,44000,Closed Lost,0,2025-11-04,2025-10-04,Enterprise Software,Emily Rodriguez,South,2025-10-29
OPP-2026-0298,Cascade Partners,65000,Proposal,50,2025-10-10,2025-08-14,Managed Services,Amanda Foster,South,2026-03-18
OPP-2026-0299,Atlas Technologies,160000,Closed Lost,0,2025-12-12,2025-09-09,SaaS Platform,Tyler Brooks,North,2025-12-05
OPP-2026-0300,Cedarwood Capital,46000,Closed Lost,0,2025-10-04,2025-07-29,Professional Services,Nathan Ellis,South,2025-09-13
OPP-2026-0301,Evergreen Systems,9000,Proposal,50,2026-02-24,2025-11-04,Managed Services,Emily Rodriguez,North,2026-03-24
OPP-2026-0302,Pumice Analytics,166000,Proposal,50,2025-11-24,2025-08-26,Enterprise Software,Emily Rodriguez,East,2026-03-13
OPP-2026-0303,Marble Media,28000,Closed Lost,0,2025-12-13,2025-08-29,Cloud Services,Nathan Ellis,South,2025-12-08
OPP-2026-0304,Cedarwood Capital,22000,Negotiation,75,2026-04-03,2026-02-28,Cloud Services,Amanda Foster,North,2026-03-11
OPP-2026-0305,Obsidian Capital,30000,Proposal,50,2026-03-14,2025-11-14,Professional Services,Emily Rodriguez,West,2026-03-03
OPP-2026-0306,Goldcrest Analytics,223000,Prospecting,10,2026-05-22,2026-03-27,Enterprise Software,David Chen,East,2026-03-30
OPP-2026-0307,Keystone Data,60000,Closed Lost,0,2025-11-27,2025-10-17,Hardware & Infrastructure,Sarah Mitchell,West,2025-11-13
OPP-2026-0308,Fieldstone Advisors,70000,Negotiation,75,2026-01-13,2025-10-28,SaaS Platform,Amanda Foster,North,2026-03-31
OPP-2026-0309,Limestone Consulting,40000,Closed Lost,0,2026-02-01,2025-12-06,Professional Services,Amanda Foster,East,2026-01-12
OPP-2026-0310,Coppercrest Software,214000,Prospecting,10,2026-05-11,2026-03-04,Cybersecurity,Emily Rodriguez,East,2026-03-30
OPP-2026-0311,Onyx Industries,141000,Closed Lost,0,2025-11-17,2025-09-24,Managed Services,Tyler Brooks,North,2025-11-11
OPP-2026-0312,Sandstone Systems,53000,Prospecting,10,2026-04-14,2026-03-04,Enterprise Software,David Chen,South,2026-03-25
OPP-2026-0313,Midpoint Analytics,93000,Negotiation,75,2026-02-09,2025-12-17,Enterprise Software,Brandon Walsh,East,2026-03-24
OPP-2026-0314,Apex Systems,29000,Closed Lost,0,2025-11-09,2025-08-18,Managed Services,Nathan Ellis,South,2025-11-14
OPP-2026-0315,Onyx Industries,19000,Qualification,25,2025-12-28,2025-09-03,Enterprise Software,Rachel Kim,North,2026-03-31
OPP-2026-0316,Irongate Capital,92000,Closed Lost,0,2025-11-14,2025-10-09,Cybersecurity,Rachel Kim,South,2025-11-12
OPP-2026-0317,Midpoint Analytics,27000,Negotiation,75,2025-12-14,2025-09-18,Hardware & Infrastructure,Laura Patel,East,2026-03-27
OPP-2026-0318,Evergreen Systems,63000,Negotiation,75,2026-01-25,2025-10-13,Data Analytics,Nathan Ellis,West,2026-03-02
OPP-2026-0319,Cornerstone IT,25000,Qualification,25,2026-06-24,2026-02-27,Cloud Services,Kevin O'Brien,South,2026-03-15
OPP-2026-0320,Nexus Corp,22000,Prospecting,10,2026-06-01,2026-03-21,Enterprise Software,Stephanie Cruz,East,2026-03-23
OPP-2026-0321,Eastgate Corp,22000,Closed Lost,0,2025-12-10,2025-09-30,Cybersecurity,Amanda Foster,East,2025-12-12
OPP-2026-0322,Sandstone Systems,37000,Prospecting,10,2026-06-30,2026-03-30,SaaS Platform,Diana Nguyen,North,2026-03-31
OPP-2026-0323,Clearwater Health,39000,Closed Won,100,2026-03-09,2025-12-31,Managed Services,Stephanie Cruz,North,2026-02-18
OPP-2026-0324,Westbrook Partners,80000,Proposal,50,2026-06-07,2026-02-12,SaaS Platform,Diana Nguyen,North,2026-03-07
OPP-2026-0325,Marble Media,20000,Prospecting,10,2026-06-16,2026-03-08,Data Analytics,Amanda Foster,South,2026-03-28
OPP-2026-0326,Topaz Solutions,94000,Closed Lost,0,2025-10-04,2025-08-24,Managed Services,Amanda Foster,North,2025-10-10
OPP-2026-0327,Cobalt Networks,29000,Proposal,50,2026-04-21,2026-02-13,Managed Services,Diana Nguyen,East,2026-03-16
OPP-2026-0328,Cobalt Networks,22000,Closed Won,100,2026-03-19,2025-12-16,Hardware & Infrastructure,Amanda Foster,North,2026-03-16
OPP-2026-0329,Silverstone Media,53000,Proposal,50,2026-06-23,2026-03-02,Cloud Services,Stephanie Cruz,East,2026-03-07
OPP-2026-0330,Onyx Industries,112000,Closed Won,100,2026-01-20,2025-10-21,Managed Services,Marcus Johnson,West,2026-01-07
OPP-2026-0331,Ironclad Software,30000,Closed Won,100,2026-02-22,2025-11-17,Cloud Services,Diana Nguyen,South,2026-02-02
OPP-2026-0332,Ironclad Software,201000,Closed Lost,0,2026-02-10,2025-12-09,Hardware & Infrastructure,David Chen,East,2026-02-03
OPP-2026-0333,Diamond Networks,34000,Prospecting,10,2026-05-16,2026-03-23,Data Analytics,Emily Rodriguez,South,2026-03-29
OPP-2026-0334,Crestview Industries,18000,Closed Won,100,2025-12-29,2025-11-23,Managed Services,Kevin O'Brien,West,2025-12-29
OPP-2026-0335,Sterling Financial,45000,Proposal,50,2026-05-06,2026-02-14,Enterprise Software,Laura Patel,East,2026-03-08
OPP-2026-0336,Pumice Analytics,70000,Closed Lost,0,2025-12-19,2025-08-27,Cloud Services,Rachel Kim,West,2025-12-07
OPP-2026-0337,Cedarwood Capital,125000,Closed Won,100,2026-03-25,2026-02-14,Professional Services,Diana Nguyen,West,2026-03-04
OPP-2026-0338,Eastgate Corp,122000,Negotiation,75,2025-10-13,2025-07-05,Hardware & Infrastructure,Tyler Brooks,West,2026-03-07
OPP-2026-0339,Irongate Capital,8000,Prospecting,10,2026-06-23,2026-03-30,SaaS Platform,James Thornton,East,2026-03-30
OPP-2026-0340,Silverline Consulting,70000,Negotiation,75,2026-04-30,2026-01-12,Hardware & Infrastructure,Emily Rodriguez,North,2026-03-19
OPP-2026-0341,Cedarwood Capital,34000,Closed Won,100,2026-02-06,2025-12-21,Professional Services,Marcus Johnson,East,2026-01-16
OPP-2026-0342,Cascade Partners,58000,Closed Lost,0,2026-02-15,2025-12-31,Professional Services,Brandon Walsh,North,2026-02-12
OPP-2026-0343,Cornerstone IT,59000,Qualification,25,2026-05-16,2026-03-30,Cybersecurity,Brandon Walsh,East,2026-03-30
OPP-2026-0344,Flint Analytics,39000,Closed Won,100,2026-02-28,2025-11-24,Managed Services,Stephanie Cruz,North,2026-03-01
OPP-2026-0345,Chalk Industries,41000,Qualification,25,2025-12-03,2025-09-08,SaaS Platform,Nathan Ellis,West,2026-03-10
OPP-2026-0346,Obsidian Capital,45000,Proposal,50,2026-04-16,2026-01-07,Data Analytics,Sarah Mitchell,East,2026-03-12
OPP-2026-0347,Nexus Corp,49000,Proposal,50,2026-04-02,2026-02-13,Hardware & Infrastructure,Tyler Brooks,North,2026-03-03
OPP-2026-0348,Benchmark Global,62000,Proposal,50,2026-04-11,2026-02-18,Cloud Services,Nathan Ellis,East,2026-03-28
OPP-2026-0349,Amber Wave Solutions,73000,Closed Won,100,2026-01-17,2025-10-12,Professional Services,Sarah Mitchell,West,2026-01-22
OPP-2026-0350,Meridian Global,69000,Proposal,50,2026-01-03,2025-11-20,Data Analytics,Rachel Kim,West,2026-03-18
OPP-2026-0351,Silverstone Media,7000,Prospecting,10,2026-05-23,2026-03-29,Enterprise Software,David Chen,East,2026-03-30
OPP-2026-0352,Pumice Analytics,59000,Negotiation,75,2026-04-18,2026-02-06,SaaS Platform,Brandon Walsh,South,2026-03-21
OPP-2026-0353,Oakridge Systems,115000,Closed Won,100,2025-11-09,2025-09-30,Enterprise Software,Stephanie Cruz,North,2025-10-30
OPP-2026-0354,Irongate Capital,127000,Negotiation,75,2026-01-30,2025-10-19,Cloud Services,Laura Patel,West,2026-03-06
OPP-2026-0355,Highpoint Consulting,27000,Qualification,25,2026-05-21,2026-02-17,Cybersecurity,Marcus Johnson,South,2026-03-09
OPP-2026-0356,Northstar Analytics,10000,Prospecting,10,2026-06-26,2026-03-30,Cybersecurity,Rachel Kim,South,2026-03-30
OPP-2026-0357,Slate Digital,56000,Closed Won,100,2025-10-02,2025-06-29,Enterprise Software,Kevin O'Brien,North,2025-09-13
OPP-2026-0358,Chalk Industries,16000,Proposal,50,2026-03-26,2026-01-09,Data Analytics,Diana Nguyen,North,2026-03-20
OPP-2026-0359,Chalk Industries,30000,Closed Lost,0,2026-03-07,2025-12-09,SaaS Platform,Kevin O'Brien,North,2026-03-02
OPP-2026-0360,Falcon Industries,80000,Closed Lost,0,2026-02-27,2025-12-30,Enterprise Software,David Chen,South,2026-02-10
OPP-2026-0361,Harbor View Financial,38000,Qualification,25,2026-02-10,2025-10-31,Managed Services,Emily Rodriguez,West,2026-03-11
OPP-2026-0362,Crestview Industries,26000,Closed Won,100,2026-03-14,2025-11-15,Cybersecurity,Stephanie Cruz,South,2026-03-01
OPP-2026-0363,Nexus Corp,61000,Closed Won,100,2025-12-17,2025-09-03,Enterprise Software,Sarah Mitchell,West,2025-12-15
OPP-2026-0364,Eastgate Corp,5000,Negotiation,75,2026-05-15,2026-02-08,Hardware & Infrastructure,Stephanie Cruz,South,2026-03-11
OPP-2026-0365,Cedarwood Capital,17000,Closed Won,100,2025-10-29,2025-09-22,Managed Services,Emily Rodriguez,South,2025-10-20
OPP-2026-0366,Limestone Consulting,38000,Negotiation,75,2025-12-13,2025-11-11,Hardware & Infrastructure,James Thornton,West,2026-03-31
OPP-2026-0367,Granite Logistics,43000,Closed Won,100,2026-02-21,2025-12-16,Hardware & Infrastructure,Laura Patel,West,2026-02-07
OPP-2026-0368,Platinum Solutions,88000,Closed Won,100,2026-01-28,2025-11-12,Data Analytics,Rachel Kim,West,2026-01-29
OPP-2026-0369,Ironwood Manufacturing,73000,Qualification,25,2025-10-30,2025-08-31,SaaS Platform,Stephanie Cruz,South,2026-03-26
OPP-2026-0370,Midpoint Analytics,57000,Negotiation,75,2025-12-03,2025-09-14,SaaS Platform,Rachel Kim,North,2026-03-01
OPP-2026-0371,Cypress Data,119000,Closed Won,100,2026-03-06,2025-11-18,Professional Services,Kevin O'Brien,South,2026-03-11
OPP-2026-0372,Topaz Solutions,52000,Closed Lost,0,2025-12-01,2025-10-09,Data Analytics,Brandon Walsh,North,2025-11-20
OPP-2026-0373,Wavecrest Ventures,18000,Proposal,50,2025-10-02,2025-06-11,Cybersecurity,Nathan Ellis,West,2026-03-03
OPP-2026-0374,Compass Enterprises,73000,Negotiation,75,2026-02-27,2026-01-06,Professional Services,Sarah Mitchell,North,2026-03-27
OPP-2026-0375,Pumice Analytics,74000,Closed Lost,0,2026-03-25,2025-12-29,Enterprise Software,Tyler Brooks,East,2026-03-07
OPP-2026-0376,Onyx Industries,50000,Prospecting,10,2026-06-04,2026-02-16,Professional Services,Brandon Walsh,North,2026-03-24
OPP-2026-0377,Amber Wave Solutions,32000,Qualification,25,2026-06-25,2026-03-12,Cloud Services,Emily Rodriguez,South,2026-03-31
OPP-2026-0378,Driftwood Digital,21000,Closed Won,100,2025-11-12,2025-08-22,Professional Services,Diana Nguyen,West,2025-11-18
OPP-2026-0379,Midpoint Analytics,34000,Qualification,25,2026-05-11,2026-02-18,Managed Services,Rachel Kim,South,2026-03-29
OPP-2026-0380,Topaz Solutions,28000,Qualification,25,2026-06-14,2026-03-07,Hardware & Infrastructure,Marcus Johnson,East,2026-03-09
OPP-2026-0381,Midland Dynamics,44000,Negotiation,75,2026-04-20,2026-01-01,Managed Services,Sarah Mitchell,North,2026-03-21
OPP-2026-0382,Evergreen Systems,28000,Negotiation,75,2025-12-27,2025-10-22,Professional Services,Diana Nguyen,South,2026-03-26
OPP-2026-0383,Sapphire Consulting,25000,Closed Lost,0,2025-11-15,2025-08-09,SaaS Platform,Sarah Mitchell,East,2025-11-11
OPP-2026-0384,Compass Enterprises,112000,Closed Lost,0,2026-03-20,2025-11-22,Managed Services,Kevin O'Brien,South,2026-03-04
OPP-2026-0385,Silverstone Media,50000,Closed Lost,0,2025-11-15,2025-07-20,Enterprise Software,Laura Patel,East,2025-11-02
OPP-2026-0386,Vertex Capital,52000,Closed Won,100,2026-03-04,2026-01-03,Data Analytics,Stephanie Cruz,West,2026-02-27
OPP-2026-0387,Crossroads Digital,211000,Qualification,25,2025-11-28,2025-09-17,Managed Services,Nathan Ellis,North,2026-03-13
OPP-2026-0388,Nexus Corp,96000,Prospecting,10,2026-05-15,2026-03-30,Hardware & Infrastructure,Laura Patel,North,2026-03-30
OPP-2026-0389,Ember Innovations,138000,Prospecting,10,2026-05-29,2026-03-30,Data Analytics,David Chen,South,2026-03-30
OPP-2026-0390,Marble Media,62000,Closed Won,100,2025-12-08,2025-10-26,Managed Services,Diana Nguyen,East,2025-11-22
OPP-2026-0391,Watershed Consulting,38000,Proposal,50,2026-05-21,2026-02-26,Cybersecurity,Brandon Walsh,East,2026-03-31
OPP-2026-0392,Thornton & Associates,101000,Closed Lost,0,2025-10-02,2025-06-10,Managed Services,Diana Nguyen,East,2025-09-13
OPP-2026-0393,Sterling Financial,43000,Qualification,25,2026-03-23,2026-01-09,Cloud Services,Brandon Walsh,North,2026-03-14
OPP-2026-0394,Granite Capital,114000,Closed Won,100,2026-02-26,2025-12-21,Cloud Services,Laura Patel,North,2026-02-10
OPP-2026-0395,Foxglove Analytics,14000,Closed Lost,0,2026-02-14,2025-11-05,Managed Services,Nathan Ellis,East,2026-01-31
OPP-2026-0396,Willow Creek Software,5000,Closed Lost,0,2025-11-09,2025-08-15,Cloud Services,Emily Rodriguez,South,2025-10-26
OPP-2026-0397,Slate Digital,69000,Negotiation,75,2026-03-08,2026-01-02,Enterprise Software,Nathan Ellis,East,2026-03-20
OPP-2026-0398,Sterling Financial,59000,Closed Lost,0,2026-03-23,2026-02-09,Managed Services,Sarah Mitchell,North,2026-03-04
OPP-2026-0399,Blackstone Tech,47000,Negotiation,75,2026-03-21,2026-02-06,Hardware & Infrastructure,Amanda Foster,West,2026-03-24
OPP-2026-0400,Wavecrest Ventures,54000,Closed Won,100,2025-11-21,2025-09-25,Cybersecurity,Rachel Kim,East,2025-11-05
